50	110	1538	414	100	401	235	1088	2349425	2281786	204	1981729	20831	249	160	250	96616	360	670084	103	1096079	5673	448604	547	611	828	205	1531	252	1010	975	350	9904	670	876918	201	177	162	56364	472	6349	45241	163	200	1621284	499	1482848	2349621	3872	135	468	3619753	159998	1024620	459	6767240	102	433	371	667524	353	2694	457	315	2132764	142	746	60075	1394	893841	37655	18025	305426	152	31173	100	655	250	376	373	349	2754519	549	207488	7955279	2907312	322	225	100	504	1101713	1513379	14292	1646754	84554	138	5062483	1249	55302	2239990	9796	2231691	1185190	102
25	115	324	377	772	1280517	199	20629	514	189	44301	314	794156	129	2569395	449268	359	500	588	171	1117	282	648	893	300	20275	469	645798	166	163	59633	332	3939	71731	140	225	1980058	2651	509	650697	336	4601157	124	29904	391	337106	293	2949	429	1267374	125	787	777	39364	10600	181922	216	26759	154	199	425	2330321	246582	2347155	1732	249	142	619	680481	855667	1380618	42923	158	1388	49575	2242196	7025	1266405	674338	118
10	619589	20041	30115	277	898065	141	492519	247	570	142	769	385	370	631	394766	142	164	336	2340	189	191	2026	410576	132397	78049	293	140107	420	912	110	511	469	40586	107055	293	20417	128	386	248470	1547	296	218	801	407937	213	2917	43515	4699	680466	383415	188
5	440415	19466	20868	153	192	579	135	596	349	493	315157	1408	157	1922	379495	74169	321	360	362	38076	283	296885	1472	219	176	1206	221302	40159	3870	241897
1	143277	19195	7931	444	143668	1701	23724	38701	56398	37958
